job_description,job_title
"RESPONSIBILITIES:Kforce's client, a well-established and growing technology firm is seeking a motivated Software QA Engineer with strong automation skills. This person will play a key role in developing an automation framework and QA automation scripts to test enterprise-class, web-based applications utilized globally. The candidate will work in a collaborative and fast-paced environment.REQUIREMENTS: 3+ years of Software QA experience Experience developing automated test scripts Experience working with Selenium or other test automation tool Strong analytical and problem solving skills Strong communication and collaboration skills",QA Engineer
"Job Description Job #:  674880Apex Systems, 2nd largest IT staffing Solutions firm in the country has an opportunity for an Automation Engineer role in Boston, MA. Position: Automation EngineerLocation: Boston, MAPrimary Responsibilities:Evaluate business requirements and prepare the detailed functional and technical specifications that follow project guidelinesWork closely with Developers and Quality Assurance Analysts to ensure requirements and design are completely understoodCommunicate design to all stakeholders and varying levels of the organizationAct as the liaison between Business and Systems Analysts, Developers and project management groupsPresent and evaluate design solutions objectively and facilitate conflict resolutionWork closely with business teams to strategize solutions that support long term business objectivesEnsure IT deliverables align with business requirements with measurable resultsCollaborate with QA team to ensure testing efforts align with system deliveries and business processesPartner with Developers, System Analysts, Business Analysts, Technical Delivery Owners, Product Owners and Business SME’s to develop a robust Systems Integration test plan in an Scrum agile development environmentResponsible for developing integration test scenarios, QA project plan, coordinating test data setup, environment readiness, test execution and issue resolutionLead/Guide Junior Quality Engineers to develop and implement Quality test strategy, test planResponsible to System/Integration test REST API’s, User interface, Database, reporting, ETL/Batch technology componentsResponsible to work with various healthcare domain teams: Member, Provider, Network, Claims, Products, Benefits, Finance and Reporting teams so we have robust test plan and test outcomesPerform complex testing with EDI X12 ((274, 278, 834, 837, etc.) /JSON/XML API transactionsExplore new tools and capabilities to automate System integration testing so it supports continuous delivery/DevOps software development methodologyParticipate and provide input in system analysis, design walkthroughs and Code reviewsCome up with innovative ideas/suggestions to resolve complex integration issues/defectsPresent System-integration test results to the project teams and Business/IT leadersComply with standards of the software development life cycle, DevOps and continuous delivery processMeet or exceed all defined target test goals and milestone dates for the project in order to ensure its overall successRequired Qualifications:Quality Assurance testing experience in a web application environment testing User Interface, Database, Web services, API’s, Batch/ETL componentshands-on testing experience working with complex XML/JSON, MQ interface, EDI X12, SQL transactionshands-on experience working with UNIX operating system and writing DB SQL scriptshands-on scripting/coding experience in any one of the below Java automation testing tools such as Spock, Groovy, Selenium, Gatling, JUnit, Geb, Cucumber, C++, .Net or other similar tools which uses object oriented programsExposure to incremental agile software development methodologiesPrior experience in working closely with Developers and Architects in solving software defectsExperience in creating and implementing testing methodologies, processes to solve testing problem in handexperience writing test plans and test casesPreferred Qualifications:Bachelor’s degree in engineering or equivalent experience.Familiarity with Software Development Life Cycle (SDLC) /System Development Life CycleProficiency with MS Project, Word, Excel, Visio, PowerPoint2 + years of Relational Database experienceStrong troubleshooting and reasoning skills; the ability to debug and resolve difficult technical problemsAbility to work independentlyAbility to anticipate problems proactively and take appropriate actions to mitigate negative impactHealth care industry experienceMinimum Education Requirement: Associates Degree Benefits:Health and Medical Benefit optionsEEO EmployerApex Systems LLC is an Equal Opportunity/Affirmative Action Employer. We evaluate qualified applicants without regard to race, color, religion, sex, national origin, disability, veteran status, and other protected characteristics. If you have visited our website in search of information on employment opportunities or to apply for a position, and you require an accommodation in using our website for a search or application, please contact our Employee Services Department at 866-612-2739. $('span#TrackingJobBody a').each(function (i, v) { if ($(v).attr('href')) { var href = $(v).attr('href').toLowerCase(); if (href.match(""^http"")) { switch (true) { case /facebook/.test(href): $(v).attr('mns_rt', 'NonJob-Facebook'); break; case /linkedin/.test(href): $(v).attr('mns_rt', 'NonJob-Linkedin'); break; case /twitter\.com/.test(href): $(v).attr('mns_rt', 'NonJob-Twitter'); break; case /plus\.google\.com/.test(href): $(v).attr('mns_rt', 'NonJob-GooglePlus'); break; case /youtube/.test(href): $(v).attr('data-track', 'Client-Social-Youtube'); break; case /http[s]?\:\/\/([a-z0-9\-\.]{1,}\.[a-z]{2,})[\/]?$/.test(href): $(v).attr('data-track', 'Client-Link-Homepage'); break; default: $(v).attr('mns_rt', 'jobcustomapplyonline'); break; } } } });",Software Developer
"Senior Release EngineerSenior Release EngineerOur client in the Financial Services industry is seeking a Senior Release Engineer to join their Boston team! This is an opportunity to join a first-class development team at a company with great culture and impressive benefits- apply today for immediate consideration! Responsibilities:Maintaining status on and supporting all active projectsSoftware configuration management activities and process enforcementMaintaining the build systems, performing product builds and releasesProactively identifying and enacting procedures to streamline the build processMaintaining control documentation and assisting with IT audits on an as-needed basisRequirements:Extensive understanding of release management best practices, primarily with a controls-based approach to application change deploymentFamiliarity with SOC-1 compliance and audit process a plus!Flexible and even-keeled, able to shift priorities quickly in a fast-paced, deadline-driven environmentExceptional written and verbal communication skills, as well as mature interpersonal skillsAble to produce equally excellent work both individually and in a team settingGD123 Hollister Staffing and all its related entities provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, gender, sexual orientation, gender identity or expression, national origin, age, genetic information, disability, or veteran status or other categories protected by applicable federal, state and local laws governing nondiscrimination in employment in every location in which the company has facilities. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation and training.",Senior Build & Release Engineer
"**Test Engineer 5****Requisition ID: 16014738****Location\(s\): United States\-Ohio\-Cincinnati****US Citizenship Required for this Position: Yes****Relocation Assistance: Relocation assistance may be available****Travel: Yes, 10 % of the Time**Northrop Grumman, Cincinnati OH is looking for a Test Engineering Lead to join our Test Engineering Department\.Candidate must be able to determine methods for effectively performing testing and/or creating test specifications, test plans, procedures and reports on complex systems\. Candidate should have experience in the collection, measurement, and evaluation of data including the use of a wide range of test equipment such as RF Power Meters, Frequency Generators, Spectrum Analyzers, Network Analyzers, DMM’s and Oscilloscope’s\. Testing is performed on analog, digital and RF circuits and systems\. RF circuits experience is a huge plus\.Candidate should have test software development experience, especially ANSI C and LabWindows/CVI\. Candidate should have the ability to analyze and troubleshoot hardware and software UUT designs from system level down to board/module level with experience using standard test interfaces such as; Ethernet TCP/IP, USB, GPIB, RS\-232, RS\-422, etc\. Candidate should have experience with RF testing from MHz to GHz including cabled and over\-the\-air testing\.Candidate should be a self\-starter, with minimal oversight needed to complete assignments\. Candidate will participate in program team meetings and act as the liaison of the Test Engineering Department interfacing directly with the customer and conducting customer training as required\.Duties are primarily performed at the Cincinnati location; however there may be occasional travel that is required to assist the customer as directed by management\. The position requires candidates to have the ability to obtain and maintain a top secret security clearance\.Basic Qualifications:BS with 10 years’ or MS with 7 years’ experiencein an engineering disciplineAble to obtain and maintain a Top Secret clearance\.Preferred Qualifications:BS with 14 years’ or MS with 10 years’ experiencein an engineering disciplineActive Top Secret clearance\.Northrop Grumman is committed to hiring and retaining a diverse workforce\. We are proud to be an Equal Opportunity/Affirmative Action Employer, making decisions without regard to race, color, religion, creed, sex, sexual orientation, gender identity, marital status, national origin, age, veteran status, disability, or any other protected class\. For our complete EEO/AA and Pay Transparency statement, please visit www\.northropgrumman\.com/EEO \. U\.S\. Citizenship is required for most positions\.**Title:** _Test Engineer 5_**Location:** _Ohio\-Cincinnati_**Requisition ID:** _16014738_",QA Engineer
"Our client is currently seeking a Senior Java Developer. Summary of Responsibilities:This position will be responsible for designing, producing, modifying and implementing computer programs of all sizes and complexity.  This role will program not only Enterprise Content Management solutions, but also the custom coding necessary to integrate the platform into the larger Enterprise ecosystem. As they grow in experience and knowledge they are expected to become trusted advisors to other IT departments and the business units on the capabilities and uses of the Enterprise Content Management platform.Position Responsibilities:•Researches, designs, defines, develops, tests, documents and implements new computer applications or changes to existing applications following Western & Southern Financial Group (WSFG) standards.    •Installs software packages and/or personal computer software.  •Assures that hardware and software operate efficiently.•Utilizes programming tools effectively to ensure accuracy and enhance productivity.•Assembles and analyzes data relating to processing problems, soliciting help as needed from IS and business unit associates.•Consults and/or advises business unit associates by written and/or oral communication on inquiries concerning existing or proposed systems.•Participates in committee meetings on developmental projects, large-scale improvement projects and internal Information Services’ technical committees.•Provides training and mentoring to other programming staff, systems managers, business unit management or business unit associates on technical topics or systems definition.•Handles multiple assignments with multiple deadlines simultaneously.•Performs other duties as assigned by management.",Senior Java Developer
"**Test Engineer 3****Requisition ID: 16011150****Location\(s\): United States\-Ohio\-Cincinnati****US Citizenship Required for this Position: Yes****Relocation Assistance: Relocation assistance may be available****Travel: Yes, 10 % of the Time**Northrop Grumman, Cincinnati OH is looking for a Test Engineer to join our Test Engineering Department\.Candidate must be able to determine methods for effectively performing testing and/or creating test specifications, test plans, procedures and reports on complex systems\. Candidate should have experience in the collection, measurement, and evaluation of data including the use of a wide range of test equipment such as RF Power Meters, Frequency Generators, Spectrum Analyzers, Network Analyzers, DMM’s and Oscilloscope’s\. Testing is performed on analog, digital and RF circuits and systems\. RF circuits experience is a huge plus\.Candidate should be a self\-starter, with minimal oversight needed to complete assignments\. Candidate will participate in program team meetings and act as the liaison of the Test Engineering Department interfacing directly with the customer and conducting customer training as required\.Duties are primarily performed at the Cincinnati location; however there may be occasional travel that is required to assist the customer as directed by management\. The position requires candidates to have the ability to obtain and maintain a top secret security clearance\.NGXETRONBasic Qualifications:BS in an engineering discipline5 years of technical experience in the test and troubleshoot of CCA's and electronic assemblies\.Ability to troubleshoot failures to root causeExperience in the test and troubleshoot of Analog and Digital circuits and assemblies\.Ability to use MS Office applications\.Able to obtain a Top Secret clearance\.Preferred Qualifications:BS in an engineering discipline\.6 years of technical experience in the test and troubleshoot of CCA's and electronic assemblies\.Ability to troubleshoot failures to the component level\.Experience in the test and troubleshoot of Analog and Digital circuits and assemblies\.Experience in the test and troubleshoot of RF circuits and assemblies\.Thorough in the use of all MS Office applications\.Familiar in the use of SAP\.Active Top Secret security clearance\.Northrop Grumman is committed to hiring and retaining a diverse workforce\. We are proud to be an Equal Opportunity/Affirmative Action Employer, making decisions without regard to race, color, religion, creed, sex, sexual orientation, gender identity, marital status, national origin, age, veteran status, disability, or any other protected class\. For our complete EEO/AA and Pay Transparency statement, please visit www\.northropgrumman\.com/EEO \. U\.S\. Citizenship is required for most positions\.**Title:** _Test Engineer 3_**Location:** _Ohio\-Cincinnati_**Requisition ID:** _16011150_",QA Engineer
"PRINCIPAL DUTIES AND RESPONSIBILITIES:Participate as a technical expert in design, development, testing, and debugging new system modules or enhancements to existing applicationAnalyze problems and provides recommendations for application improvementsHelp design and develop solutions to solve problems considering software/hardware capacity and limitations, operating time and desired resultsWork with infrastructure and peers to determine implementation details for enhancements and applicationsPartner with business to come up with application/solution designsWork with a team to create project estimates based on business requirementsExpected to provide a work breakdown of projects and enhancementsExpected to participate in complete project lifecycle up to and including project implementation and work well within a team environmentProvide technical guidance as needed in the requirements, planning, modeling, development, deployment and support of the systemEstablish and maintain working relationships with internal business customers, internal IT support groups and vendors to achieve project goalsRequirements- ·         Extensive experience in HTML5, ES5, Javascript, CSS3, JQuery, Angular JS, JSON, Bootstrap·         Proficient understanding of client-side scripting and JavaScript frameworks, including jQuery·         A proven track record  of UI Skills along with RWD and adaptive design.·         Experience in application development, including analyzing stories, writing code, contributing to release and developing the working practices of the team·         Knowledge of HTML development/technologies.·         Experience of Agile team working and globally deployed applications working across a Wide Area Network·         Proficient understanding of cross-browser compatibility issues and ways to work around them.·         (Nice to have) Knowledge and implementation experience in Siebel Open UI enabled applications.",Senior Front End Developer
"Title: Front End DeveloperLocation: Irving, TXDuration: 9 months+Compensation: $55.00 - $70.00 per hourWork Requirements: US Citizen, GC Holders or Authorized to Work in theUS Overview: TekPartners offers the most soughtafter Information Technology positions with some of the most well-knowncompanies in the world. Our client is a global organization that is oneof today's most trusted, well known brands in the security industry. They servemore than six million customers, making them the largest company of their kindin both the U.S. and Canada.  Responsibilities Develop new user-facing features Build reusable code and libraries for future use Ensure the technical feasibility of UI/UX designs Optimize application for maximum speed and scalability Assure that all user input is validated before submitting to back-end Collaborate with other team members and stakeholders Requirements: Education: Four (4) year degree Experience: 3 - 5 yrs RequiredTechnical Skills: Proficient understanding of HTML5/CSS3 Basic understanding of server-side CSS pre-processing platforms, such as LESS and SASS Proficient understanding of client-side scripting and JavaScript frameworks, including jQuery AJAX/RESTful services MV* Frameworks such as Angular.js or Knockout.js Experience building single-page applications AdditionalTechnical Skills: Knockout JS Coffee Script Object oriented Javascript Experience with Java/J2EE Our benefits package includes:  Comprehensive Medical Benefit  Competitive Pay 401K Retirement Plan And Much More About TekPartners: TekPartners is one of the fastestgrowing private staffing firms in the United States. We are a premier providerof highly qualified IT talent, Workforce Solutions and Business IntelligenceSolutions to many enterprise organizations across the nation. As experts in theindustry, our team continues to match proven talent to the right jobopportunity every day. TekPartners is an Equal OpportunityEmployer. ",Front End Developer
"Title: Java (J2EE) Engineer Location: Irving, TXDuration: 10 months+Compensation: $55.00 - $70.00 per hourWork Requirements: US Citizen, GC Holders or Authorized to Work in theUS Overview: TekPartners offers the most soughtafter Information Technology positions with some of the most well-knowncompanies in the world. Our client is a global organization that is oneof today's most trusted, well known brands in the security industry. They servemore than six million customers, making them the largest company of their kindin both the U.S. and Canada.  Summary:  Develops, designs, maintains, tests, installs, and provides high-level support on system software.Duties and Responsibilities:  Under general direction, provide technical expertise in the development of design and functional specifications. Code, test, and debug new software, as well as perform maintenance and enhancements to existing software. Produce deliverables related to assigned project(s). Assist in post-implementation support and system enhancements. Resolve customer software complaints and issues, as well as respond to suggested improvements, enhancements, and resolution. Work with the technical team to identify, assess, and correct application issues. As applicable, may assist in the development/support of software user manuals and test plans. Performs high-level design and development of business systems software and web apps, (ETL, BI, EAI) components and interfaces, as well as database layer work of complex tasks and projects. Collaborates with team members to resolve complex issues to assure the successful delivery of IT solutions. Required Technical Skills:  Java (J2EE) development experience. Enterprise Java including RestEasy Java Framework Experience developing and consuming RESTful and SOAP web services Ability to develop SQL queries for SQL Server and OracleAdditional Technical Skills and Experience(Preferred but not Required):  Spring Framework Jenkins Maven JDBC Mybatis Hibernate Agile experience Atlassian Products (JIRA, Confluence, Crucible) SVN HP Quality Center Our benefits package includes:  Comprehensive Medical Benefit  Competitive Pay 401K Retirement Plan And Much More About TekPartners:TekPartners is one of the fastestgrowing private staffing firms in the United States. We are a premier providerof highly qualified IT talent, Workforce Solutions and Business IntelligenceSolutions to many enterprise organizations across the nation. As experts in theindustry, our team continues to match proven talent to the right jobopportunity every day. TekPartners is an Equal OpportunityEmployer. ",Java Developer
"RESPONSIBILITIES:Kforce has a client seeking a Senior Front End Developer in Irving, Texas (TX) to develop, design, maintain, test, install, and provide high-level support on system software.Duties and Responsibilities: Develop new user-facing features Build reusable code and libraries for future use Ensure the technical feasibility of UI/UX designs Optimize application for maximum speed and scalability Assure that all user input is validated before submitting to back-end Collaborate with other team members and stakeholdersREQUIREMENTS: Four (4) year degree 3 - 5 years of experience Required Technical Skills: Proficient understanding of HTML5/CSS3 Basic understanding of server-side CSS pre-processing platforms, such as LESS and SASS Proficient understanding of client-side scripting and JavaScript frameworks, including jQuery AJAX/RESTful services Frameworks such as Angular.js or Knockout.js Experience building single-page applications Additional Technical Skills: Knockout JS Coffee Script Object oriented JavaScript Experience with Java/J2EEKforce is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status.",Senior Front End Developer
"Computer Task Group is seeking a Software Engineer with Secret Clearance to work a contract position at their client’s location in Grand Prairie, Texas.   Description:   Plans, conducts, and coordinates software development activities. Designs, develops, documents, tests, and debugs software that contains logical and mathematical solutions to business/mission problems or questions in computer language for solutions by means of data processing equipment. Applies the appropriate standards, processes, procedures, and tools throughout the development life cycle. Applies knowledge of computer hardware and software, subject matter to be programmed in business/mission applications, information processing techniques used, and information gathered from system users to develop software. Corrects program errors, prepares operating instructions, compiles documentation of program development, and analyzes system capabilities to resolve questions of program intent, output requirements, input data acquisition, programming techniques, and controls. Ensures software standards are met.    Mandatory Skills: The Integrated Battle Management program area is seeking a Software Engineer to develop battle management software for next generation Battle Management Command, Control, Communications, Computers and Intelligence (BMC4I) systems. This position will support the Internal Research and Development (IRAD) activities within the program area, as well as, contract support. The qualified individual will support development of the Integrated Air and Missile Defense (IAMD) TacPlanner and Weapons Engagement Manager (WEM) software applications, as well as, the various program activities including the IAMD Architecture IRAD, US CENTCOM, and Layered Laser Defense (LLD) projects as required. Typical Minimums: Bachelor’s degree from an accredited college in Computer Engineering, Software Engineering, Computer Science with significant math and science curriculum, or equivalent experience/combined education    Please send resumes to Tana.Stilloe@ctg.com and reference MFC-1108 or apply below   CTG is the most reliable IT services provider, built on 50 years of meeting our commitments to make technology work for clients and deliver real business value. CTG provides industry-specific IT strategy, services, and solutions throughout North America and Western Europe that address the business needs and staffing challenges of clients in high-growth markets, such as technology, healthcare and life sciences, financial services, industrials, and telecommunications. CTG's clients include large technology and energy companies, major health systems, and government entities.   CTG's greatest asset is our people, and as such we are committed to providing employees programs and processes to support their performance, hone their skills, and advance in their careers. This commitment is reflected by CTG being named a Best Places to Work Company by Modern Healthcare (since 2013) in North America, and a Best Places to Work Company in the United Kingdom (2013), Belgium (since 2007), and Luxembourg (since 2011).   CTG is an Equal Opportunity/Affirmative Action Employer and strong advocate of workforce diversity. Minority/Female/Sexual Orientation/Gender Identity/Disability/Veteran.",Software Developer
"A Cutting Edge Recruiting Solutions, CERS client in the Pompano Beach, FL area is seeking a .NET Developer. The .NET Developer will collaborate with a team on 10+, reporting to the Director of IT.MUST HAVES:3yrs exp, .NET using C#.Exp with MVC4 or MVC.Web services,using WCF, ASMX & protocols, SOAP, REST, JSON.Exp w/HTML, CSS & JavaScript.Exp w/integration & 3rd party tools & cloud middleware platforms.Familiarity w/Cloud base SaaS applications.BA degree in Computer Science or related.Must live locally in Florida area near city location.NO RELOCATION CANDIDATES!!!",.Net Developer
"Job Description Job #:  696164Front End DeveloperResponsibilities:- Working closely with Enterprise Architects, Business Analyst, and User Experience Designers to deliver fanatical user experience to Customers. You will also work with your team members to implement techniques to continuously improve processes and team’s efficiency.Project: - Building a customer facing UI, from scratch, using cutting-edge technologies, like Angular, Ruby/Sinatra, and Cassandra, in an Agile and CI/CD environment. Requirements: - AngularJS, CSS/HTML, SAML, Karma/Mocha/Chai, Sinon- Ruby, Sinatra, Padrino Framework (for API Layer)- RESTful Services, SOA- GitHub, Jenkins, GulpPreferred Skills:- Cassandra - Elasticsearch Soft Skills:- Ability to work independently with limited supervision in a very dynamic and timeline sensitive work environment- Collaborative – effectively works and communicates across multiple teams to achieve desired outcomes of a given project- Situationally Aware – first to notice differences and issues as they arise and elevate them to management, if necessary- Passionate for continuous improvement of processes and software, well versed with complete software engineering lifecycle and practices like Agile (Scrum/Kanban) and Continuous Integration/Delivery- Ability to mentor peers through Peer Reviews, enforcing high quality standards of code maintaining principles of reusability, portability and ensuring team is following best practicesPlease send resumes to rcasseb@apexsystemsinc.com EEO EmployerApex Systems LLC is an Equal Opportunity/Affirmative Action Employer. We evaluate qualified applicants without regard to race, color, religion, sex, national origin, disability, veteran status, and other protected characteristics. If you have visited our website in search of information on employment opportunities or to apply for a position, and you require an accommodation in using our website for a search or application, please contact our Employee Services Department at 866-612-2739.EEO EmployerApex Systems LLC is an Equal Opportunity/Affirmative Action Employer. We evaluate qualified applicants without regard to race, color, religion, sex, national origin, disability, veteran status, and other protected characteristics. If you have visited our website in search of information on employment opportunities or to apply for a position, and you require an accommodation in using our website for a search or application, please contact our Employee Services Department at 866-612-2739.",Front End Developer
"​UI Developer - Senior OR Lead OR Manager4 month CTH​S​an Jose, CATechnical Skills:Experience with Client-Side Web Application DevelopmentJavaScript, HTML and CSSd3.jsWeb Development Frameworks (node.js and jQuery) is a plus.Professional Skills:Must be an excellent communicator and team playerStartup experience is a plus​Visualization experience can be with D3.js or any alternatives such as -D3.js alternatives for visualization - processing.jsraphael.jshighchartsanychartspykchartscytoscapecharts.js or chartsjsGoogle chartsChartist.jsn3-chartsEmber ChartsSmoothie ChartsChartkickZingChartFusionchartsamChartsflotEJS ChartuvChartsPlotly.js",Front End Developer
"Software DeveloperTulsa, OKWe are seeking a high level developer with 5-7 years’ experience who is outgoing and passionate about IT! Our client has a new, state of the art building with onsite parking, a relaxed environment to work in daily as well as a great benefit package! RESPONSIBILITIES:Instrumental in building and supporting key products for client portfolios.Design and develop online applications while supporting existing products, offering process improvements, and platform reengineering.Team to build next generation products and platforms, using pioneering technologies and processes to enrich product portfolios.Support in the creation of best practices, development methodologies, and tool sets to create an in-house application development program.Work with business analysts, infrastructure team, and external vendors to gather requirements and ensure products are successfully developed and launched.Ensure client and participant data is properly secured during all aspects of operations.Consistently follow best security practices in the development of products.Stay up to date in current industry trends and technologies.QUALIFICATIONS:Experience with Microsoft .NET technologies, with advanced knowledge in Visual Studio, ASP.NET, VB.Net, MVC, HTML, CSS, JavaScript, jQuery, API Development, and MS SQL Server.Firm grasp of security concepts and frameworks with ability to implement best practices within products and across platforms.Ability to complete all phases of software development life cycle including analysis, design, functionality, testing, and support. Ensure client and participant data is properly secured during all aspects of operations.Experience with large scale web/database applications.Must have the ability to work on multiple projects with competing deliverables.Team focused, conscientious, and detail-oriented.Must be proactive and have the ability to work both independently and collaboratively with colleagues, end users, and external vendors.EDUCATION:Bachelor’s degree in a related field preferred.",Senior .Net Developer
"Job Description Job #:  665390Apex is seeking a software developer with 3-5 years of experience with Duck Creek software. Experience with the policy and billing aspects of the software. Background in .Net development (C#, XML, SQL). PNC insurance experience.EEO EmployerApex Systems LLC is an Equal Opportunity/Affirmative Action Employer. We evaluate qualified applicants without regard to race, color, religion, sex, national origin, disability, veteran status, and other protected characteristics. If you have visited our website in search of information on employment opportunities or to apply for a position, and you require an accommodation in using our website for a search or application, please contact our Employee Services Department at 866-612-2739.",Software Developer
"RESPONSIBILITIES:Kforce has a client seeking a Jr. Systems Engineer in Sarasota, FL.Summary:The Systems Engineer will be responsible for building, supporting, and automating the server and storage infrastructure with a core focus on Windows and Linux operations systems as well as server virtualization. This individual ensures that system hardware, operating systems, software systems, and related procedures adhere to compliance requirements and our technical roadmap. The Engineer must provide a high level of expertise in operating systems and supportive toolsets, and scripted automation.Essential Duties: Analyze and assess business requirements and present technical recommendations that are in line with the strategic vision for the enterprise and wider best practice Research and recommend innovative, and where possible automated approaches for system administration tasks. Identify approaches that align with our seasonal business model and can scale as necessary Able to take projects from initial concept through planning and implementation Able to take ownership of new product support once Go Live is complete Proficient in collaborating during early life support within New Product Development cycle Stay current on industry trends and new technologies that may increase efficiency or decrease costs associated with installed systems and future technology initiatives Own service transition activities ensuring successful operational support transition Utilize enterprise tools to manage, monitor and secure data center environments Provide Tier III/other support per request from various constituencies. Investigate and troubleshoot issues Conducts system wide audits for compliance with established standards and best practice configuration guidelines Prepare all required documentation for project and support work assignedREQUIREMENTS: B.S. in Computer Science, Engineering or a related technical field 3-5 years of related experienced is required Hands-on administrative management experience of customer-facing critical systems supporting Linux and Windows Knowledge of industry security principles and server vulnerability remediation practices Experience with Bash, Python, and PowerShell, in concert with non-OS systems. (rest api, database, etc.) Proven experience with server class hardware from a major OEM (Dell, Cisco, IBM, HP, etc.) and Windows server operating systems (2003, 2008, 2008 R2, 2012) Proven experience working with 64-bit x86 based hardware and 64-bit Windows operating systems Experience documenting technical processes and workflows; procedures, run-books Experience with Change Management and Problem Management processes Experience in a 24/7 Technology Operations environment (on-call) for critical customer facing SAAS- like environments Proven history of incident response, diagnostic activities, Root Cause Analysis (RCA), Corrective Action Plans, and advanced troubleshooting Experience working with Microsoft Active Directory including implementation and support Experience with Hypervisor - Enterprise Virtualization; VMware ESXi; Microsoft Hyper V Ability to implement solutions utilizing Microsoft technologies such as Windows Clustering, IIS, DFS, SQL Server, 2008 R2 and 2012, SharePoint 2010, Exchange, MSMQ, etc.Kforce is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status",Systems Engineer
"We are looking for a C# developer!  Our customer, a small Oklahoma based oil & gas company, is seeking an experienced C# developer. This is a direct hire position with an awesome company that provides a great learning environment and an opportunity to make an immediate impact.  Do you have ASP.NET, C#, and MVC experience?  If so, we would like to talk with you.  Requirements:C#.NET (ASP, web services)SQLMVC2-5 years of development experienceHow to Apply:Is this you?  Do you qualify?  What are you waiting for?  Apply today by clicking the Apply Now button!Why Choose Addison Group?Addison Group is a leading provider of professional staffing and search services.  Bringing the best to the best, Addison combines a national network and localized service for broad reach with a personal touch.  Specialized practices deliver the right candidate at the right time in Administration, Finance & Accounting, Healthcare, and Information Technology. Addison has received Inavero’s Best of Staffing award for both Client and Candidate service for the past four years.  Learn more atwww.addisongroup.com. ",Software Developer
"Job Description Job #:  696353Network Operations Engineer – L3(On-site) Experienced Enterprise –6 month contract to hireFlexible pay ratelocated in downtown MinneapolisNationwide IT company If interested please contact Steven at sarmstrong@apexsystemsinc.com with a copy of your most up to date resume.A Level 3 Network Operations Engineer is responsible for design, implementation, troubleshooting, and maintenance of in-scope network technologies in the enterprise production environment. They will act as subject matter experts and work directly with diverse enterprise teams to determine standards, evaluate solutions, and design complex technical solutions. They will provide mentoring for team members on new and existing technologies. They will provide technical leadership and will receive technical escalations for resolution. They will research complex technical issues that have not been resolved by level 2 engineering staff.  They will be a part of our scheduled on-call rotation - currently 2 weeks on, 6 weeks off (Primary 1 week / Backup the second week, then 6 weeks off).  There will be changes that occur outside of normal business hours, as with all Engineer type positions in the Industry.Responsibilities:Cisco Route/Switch is a primary focusDemonstrated expertise in design through implementation of moderately complex technical solutionsExperience with F5 LTM is a plusExperience with Riverbed is a plusExperience with Palo Alto is a plusExperience with Cisco ACS is a plusCisco firewall experience is a plusSome experience in project managementITIL knowledge/certification is a plusCyber-Ark knowledge is a plusIntellinx knowledge is a plusCisco Prime knowledge is a plusCisco IPS/IDS knowledge is a plusMinimum requirements:CCNP or equivalent experience minimum5-7 years Enterprise Network ExperienceIncident Ticketing a must (e.g. Remedy, Service-Now, etc)Service-Now experience a plusAdvanced knowledge of EIGRP, BGP, spanning-tree, and other LAN/WAN protocols with a working knowledge of multicastAdvanced knowledge of Cisco ASA 5500X including NAT/PAT, ACLs, upgrades, downgrades, and troubleshootingExperience in implementation and troubleshooting of Nexus 55548 and 2248 required.EEO EmployerApex Systems LLC is an Equal Opportunity/Affirmative Action Employer. We evaluate qualified applicants without regard to race, color, religion, sex, national origin, disability, veteran status, and other protected characteristics. If you have visited our website in search of information on employment opportunities or to apply for a position, and you require an accommodation in using our website for a search or application, please contact our Employee Services Department at 866-612-2739.",Network Engineer
"Description   Join the Northrop Grumman Mission Systems sector as we focus on the development of new capabilities for our military and intelligence customers around the globe.  Rolling Meadows, IL is looking for a Systems Engineer in our Advanced Concepts group.   Performs technical planning, system integration, verification and validation, cost and risk, and supportability and effectiveness analyses for total systems.  The specific position is focused on research and development to create new optical line-of-sight control systems for a variety of defense applications, especially  optical and infrared countermeasures, infrared search and track, and targeting systems.     MSRMM   Qualifications   Basic Qualifications: Bachelor's degree with three years experience, Masters degree with two years experience, or PhD in physics, engineering or related technical area with a focus on stabilization and control systems.   Excellent interpersonal and communications skills    Previous success in functioning within an advanced development team (which may include academic experience) U.S. citizen with ability to obtain both basic and special security clearances Preferred Qualifications: Masters degree or higher   Active secret or higher security clearance     Demonstrated aptitude for innovation   Experience with MATLAB Simulink in the analysis and design of control systems. Northrop Grumman is committed to hiring and retaining a diverse workforce. We are proud to be an Equal Opportunity/Affirmative Action Employer, making decisions without regard to race, color, religion, creed, sex, sexual orientation, gender identity, marital status, national origin, age, veteran status, disability, or any other protected class. For our complete EEO/AA and Pay Transparency statement, please visit www.northropgrumman.com/EEO. U.S. Citizenship is required for most positions.",Systems Engineer
